,Tweets,User,User_statuses_count,user_followers,User_location,User_verified,fav_count,rt_count,tweet_date
1766,"RT @cjtruth: GREAT NEWS: Donald Trump will become first president to speak live and in person at March for Life this Friday.

The other sid…",susan dreiling,31658,105,,False,0,240,2020-01-22 23:55:19
1767,RT @bennyjohnson: BREAKING: Donald Trump to become first president to speak live and in person at March for Life this Friday.,The Kate Awakening,5895,7499,,False,0,444,2020-01-22 23:55:19
1768,"RT @abutler04: Lawsuit:
Donald and Ivanka Trump Were Involved in Inauguration’s Inflated Payments to Their  Family Business. https://t.co/j…",Anne Brady,39597,206,,False,0,30,2020-01-22 23:55:18
1769,"RT @jsweeneys: @SenThomTillis No, sir. We are tired of Senators that are so afraid of Donald Trump that they can't do their job as a co-equ…",bbc1420,205233,2503,,False,0,56,2020-01-22 23:55:17
1770,"RT @JoeBiden: My administration will not cut Social Security or Medicare benefits. Period. We’ll expand them. Meanwhile, Donald Trump is sa…",concerned human,27949,124,USA,False,0,1592,2020-01-22 23:55:17
1771,"RT @kylegriffin1: Mother Jones reports that Robert Hyde, the new player in the Trump-Ukraine scandal, has been a consultant for a mysteriou…",Paula with a Wicked Sense of Humor,15777,655,United States of Florida,False,0,1505,2020-01-22 23:55:17
1772,RT @RDangler: Donald Trump will not appear at the debates. He'd get his ass handed to him and his handlers know he's mentally not up to the…,PamelaBourrell,126535,19138,"Indiana, USA",False,0,23,2020-01-22 23:55:17
1773,RT @politicususa: A dozen Republican Senators broke the rules and walked out on Adam Schiff as he was delivering the evidence against Donal…,Resist4Humanity,301738,46127,United States,False,0,257,2020-01-22 23:55:16
1774,"@JasonSCampbell Donald Trump: 3,500 lawsuits. Devin Nunes is suing a pixelated cow for $200 million. Ben has the br… https://t.co/qlObe0kO37",tom abomb,1731,61,Los Angeles,False,0,0,2020-01-22 23:55:16
1775,Wow. Donald J Trump has become the first person ever in history to fire off tweets during his own Presidential impe… https://t.co/F7nPwGvIKY,Mike Schuler,1318,967,"Phoenix, AZ",False,0,0,2020-01-22 23:55:15
1776,"RT @CNN: ""It's been less than two days, but one storyline of the Senate impeachment trial of Donald Trump has already emerged: Democrats ar…",tasha charles,474135,1287,Trinidad,False,0,44,2020-01-22 23:55:15
1777,"RT @GeorgeTakei: Your Republican Party, ladies and gentlemen. https://t.co/vtRMxUd57Q",Dr. A,78810,202,"New York, USA",False,0,484,2020-01-22 23:55:15
1778,RT @ChuckCallesto: Describe the Impeachment of Donald Trump in ONE WORD?,Nashville Krug,27089,996,,False,0,780,2020-01-22 23:55:15
1779,"RT @ABC: Rep. Hakeem Jeffries says that President Trump's phone call with Ukrainian President Zelenskiy is ""direct evidence that President…",Oranges of Fascism,27249,5302,The Soul of Democracy,False,0,60,2020-01-22 23:55:15
1780,"Donald and Ivanka Trump Were Involved in Inauguration’s Inflated Payments to Family Business, New Suit Says — ProPu… https://t.co/ey5PqBgDsE",D.K.R. Boyd,110728,5622,Canada,False,4,2,2020-01-22 23:55:14
1781,"RT @lucymcbath: Ever since I stood up and spoke out, I have been attacked relentlessly. 

The new president of the NRA said I only won in 2…",Stephanie Benoit,69613,157,,False,0,21,2020-01-22 23:55:14
1782,"RT @SputnikInt: CARTOONS: 'Thunberg trauma' 

@GretaThunberg https://t.co/ldq7rt3IVf",Bibi Spielberg,569012,11653,,False,0,2,2020-01-22 23:55:13
1783,RT @thedailybeast: Fox News host Greg Gutfeld argued that the real reason Democrats are impeaching President Donald Trump is that they are…,Revving Up For The Holidays,2408,58,Planet Earth,False,0,15,2020-01-22 23:55:13
1784,"""It's been less than two days, but one storyline of the Senate impeachment trial of Donald Trump has already emerge… https://t.co/ZwtyYKH8OW",CNN International,215980,9492921,Everywhere,True,55,15,2020-01-22 23:55:13
1785,"RT @AliAdair22: 🗣️ ""He [Mitch McConnell] is turning “the greatest deliberative body” into the world’s fastest kangaroo court.""

#TrumpsRemo…",pushpulljlm,350241,1334,"North Carolina, USA",False,0,27,2020-01-22 23:55:13
1786,RT @waltshaub: Doesn't Priebus work for Michael Best &amp; Friedrich LLP? Isn't Michael Best &amp; Friedrich LLP representing the Trump Organizatio…,Nofearnofavors4 #LymeDisease #DemCast #DemCastKy,255658,11430,"Louisville, KY, USA",False,0,2690,2020-01-22 23:55:13
1787,"The Trump Family backstory. “If you don’t know, now you know.” https://t.co/09cRHYWUpP",Linda Berry,9612,1958,NY/DC,False,0,0,2020-01-22 23:55:12
1788,"RT @GaryRayBetz: Sorry pal, but they ain't 'entitlements'! I've been paying into Medicare &amp; Social Security since my first job at the filli…",KNIVES OUT,92499,1134,"Brooklyn,  NY",False,0,181,2020-01-22 23:55:12
1789,"RT @Beightol: (From right to left) Donald Trump celebrates the new year in the White House with droogies Roger Stone, Rudy Guilliani, and S…",MT-B,496,144,,False,0,1,2020-01-22 23:55:12
1790,RT @waltshaub: Doesn't Priebus work for Michael Best &amp; Friedrich LLP? Isn't Michael Best &amp; Friedrich LLP representing the Trump Organizatio…,Socalmom,54813,12838,Southern California,False,0,2690,2020-01-22 23:55:12
1791,RT @ABC: Rep. Adam Schiff quotes from Alexander Hamilton at the start of House impeachment managers' opening arguments in the trial of Pres…,Chantele Pearce,4664,102,,False,0,909,2020-01-22 23:55:11
1792,"RT @powerglobalus: @usminority Hey Brandon, A TRUMPSTERS MESSAGE: HAVE FAITH, STAND TALL, STAND STRONG &amp; RESOLUTE, BE PATIENT, GOD IS ON OU…",Gordon Miller,290190,21873,,False,0,5,2020-01-22 23:55:11
1793,RT @waltshaub: Doesn't Priebus work for Michael Best &amp; Friedrich LLP? Isn't Michael Best &amp; Friedrich LLP representing the Trump Organizatio…,SouthpawForImpeachment🌊🌊🌊,48529,4191,Georgia,False,0,2690,2020-01-22 23:55:11
1794,RT @PalmerReport: Exposed: Lev Parnas has been working for Donald Trump and Fred Trump going back THIRTY YEARS https://t.co/8S0g4rAfX3,Brandon Goodson,1927,149,,False,0,936,2020-01-22 23:55:11
1795,"RT @Goss30Goss: POTUS said today in front of the world that the wheel was invented in America. 

The wheel was created in 3,500 BC.

Americ…",Nancy Deprato,44546,1676,"Indian Trail, NC",False,0,994,2020-01-22 23:55:11
1796,"RT @NeilLowenthal1: HEADLINE: ""Alan Dershowitz &amp; Ken Starr expected to join Trump impeachment legal team""

STUNNINGLY tone-deaf.

So Donald…",Neil Lowenthal,20003,5293,"Los Angeles, CA",False,0,33,2020-01-22 23:55:10
1797,"@LynnJaser1 @LindseyGrahamSC He spent too much time golfing with trump , now he has the same symptoms ! Wonder if h… https://t.co/rUCYI2S1Mb",Don Klyne,118907,1655,Canada,False,0,0,2020-01-22 23:55:10
1798,"@MarjWitherspoon @Jennie_SC @justinamash “The FBI went in and they told them get out of here, we’re not giving it t… https://t.co/puwV0PJn2z",Amb,224249,3008,,False,1,0,2020-01-22 23:55:10
1799,"RT @FlipperForty: @marklevinshow Martha Mitchell was right, also she was kidnapped, beaten, and held against her will by the man Trump name…",❄A◼t-M◼◼be ◼his ◼ear🌊🍊,182802,7114,Somewhere Left of Center,False,0,275,2020-01-22 23:55:09
1800,"@TeamTrump @realDonaldTrump ""REAL"" and Donald Trump should never be used in the same sentence",Jim Sale,192,1,,False,0,0,2020-01-22 23:55:09
1801,RT @maxedge051: Did Donald and Ivanka Trump plunder inauguration funds? Suit filed by D.C. attorney general says yes https://t.co/thExsF9WDB,Patricia harris,64019,2867,California ,False,0,37,2020-01-22 23:55:08
1802,RT @DVATW: Trump speaks common sense. We all know #GretaThunberg is a puppet but the forces behind her are dark and dangerous. Trump stands…,HelenaPigott,70523,698,Lincoln,False,0,187,2020-01-22 23:55:08
1803,RT @maadisonnray: god rlly took mac miller and not donald trump wtf,ash☀️,26247,283,Wisconsin,False,0,259,2020-01-22 23:55:08
1804,"@OnBakerStreet Just looked into it. He's ranting about Hunter Biden.
 It's all irrelevant but he's using it like it… https://t.co/bdYZ6TwUd7",McKinley~The American Savage~ Resists,24161,11642,"Nebraska, USA",False,1,0,2020-01-22 23:55:08
1805,"RT @PakPMO: Prime Minister of Pakistan Imran Khan Media Talk with US President Donald Trump at World Economic Forum, Davos, Switzerland (21…",Raja,658,20,,False,0,1697,2020-01-22 23:55:08
1806,RT @PoliticusSarah: A dozen Republican Senators broke the rules and walked out on Adam Schiff as he was delivering the evidence against Don…,Robt Caston,126793,912,"Chicago, Illinois",False,0,916,2020-01-22 23:55:07
1807,RT @AmerIndependent: GOP senators blocked a series of proposals that would have allowed for witness testimony and documentary evidence in T…,Linda Quest,579717,17885,Living blue in Mississippi ,False,0,19,2020-01-22 23:55:06
1808,"RT @ABC: Rep. Hakeem Jeffries says that President Trump's phone call with Ukrainian President Zelenskiy is ""direct evidence that President…",Larissa,36401,313,New Jersey,False,0,60,2020-01-22 23:55:06
1809,"RT @Will_Bunch: 7. Dec. 5, 2016: Well-known Saudi-born journalist Jamal Khashoggi, is banned by regime in Riyadh. His crime? Writing column…",Norm Alhueman,8513,103,USA,False,0,279,2020-01-22 23:55:06
1810,"RT @ABC: Rep. Hakeem Jeffries says that President Trump's phone call with Ukrainian President Zelenskiy is ""direct evidence that President…",Hilary,23798,84,USA,False,0,60,2020-01-22 23:55:06
1811,💞I freaking love our President💞 “Nothing worth doing ever came easy. Treat the word impossible as nothing more than… https://t.co/nIW4yCBhEs,💞~Holly~💞,4584,12016,West Virginia,False,27,18,2020-01-22 23:55:05
1812,"RT @allidoisowen: I’m heading into court for calling the impeachment of President Donald Trump a scam. 

Wish me luck https://t.co/wavDCJ9o…",AzBeto,37759,1089,,False,0,2129,2020-01-22 23:55:05
1813,RT @PhilipWegmann: Just Now: Donald Trump to become first president to speak live and in person at March for Life this Friday.,🇻🇦- 〽️we really do be living in a society,3964,826,"Dublin City, Ireland",False,0,239,2020-01-22 23:55:05
1814,"Who do you think you are pissant?
President Donald Trump @realDonaldTrump,
Wiped the floor with Hillary Clinton dur… https://t.co/r2vl2HnEgT",PamelaBourrell,126535,19138,"Indiana, USA",False,3,0,2020-01-22 23:55:05
1815,RT @HermanVenneman1: @CKwxyd @everything_says @JimHaf @GeoHarris4 @RoseannBlueEyes @terryloohoo @CRKittle @djhomelessmike @MiddleMolly @mis…,ANITAFELLOWS,78240,10969,United States,False,0,1,2020-01-22 23:55:04
1816,"RT @ReneeCarrollAZ: Every💕Heartbeat💕Matters

President Donald Trump Declares January 22nd ""National Sanctity of Human Life Day""
https://t.c…",TWolf #PardonFlynnNow ⭐️⭐️⭐️,8534,477,,False,0,148,2020-01-22 23:55:04
1817,RT @TimothyNoah1: “Fuhrer ... Duce ...” Charles Fried doesn’t like Donald Trump very much. https://t.co/B4lMk1OLRm,Pat's Picks,21892,264,,False,0,9,2020-01-22 23:55:03
1818,Queen – Bohemian Rhapsody (Donald Trump Cover) https://t.co/xPwhCffG2g via @YouTube,Deplorable Latino,67980,11860,United States,False,0,0,2020-01-22 23:55:03
1819,"BUSINESS BANKRUPTCY

There are many banks which refused to lend President Donald Trump money because he had filed f… https://t.co/rvS6SxgkIm",MarthaLeah Nangalama,1103469,3884,"New Brunswick, Canada",False,0,0,2020-01-22 23:55:02
1820,"RT @RepJeffries: The President’s top lawyer asked an important question on the first day of trial.

Why are we here?

Donald Trump brazenly…",Deena Larks🎵🌊🌹🏳️‍🌈supporter#Impeach&Imprison,64297,2451,"San Diego, CA",False,0,3340,2020-01-22 23:55:02
1821,RT @thedailybeast: Fox News host Greg Gutfeld argued that the real reason Democrats are impeaching President Donald Trump is that they are…,Bella USS JOHN MCCAIN,40077,854,,False,0,16,2020-01-22 23:55:02
1822,RT @AMErikaNGIRLLL: @HillaryClinton The only Russian interference was created by yourself and Podesta “ for the purposes of framing Donald…,Dragonforce_One,167892,14535,"Abbotsford, B.C.",False,0,593,2020-01-22 23:55:01
1823,RT @waltshaub: Doesn't Priebus work for Michael Best &amp; Friedrich LLP? Isn't Michael Best &amp; Friedrich LLP representing the Trump Organizatio…,🍑Joanie,105584,5150,"Aliso Viejo, CA",False,0,2691,2020-01-22 23:55:01
1824,RT @PalmerReport: The real reason Donald Trump isn’t invoking executive privilege in his impeachment trial https://t.co/IfYQwyvKiu,Wanda No.5,12922,126,,False,0,6,2020-01-22 23:55:00
1825,"RT @RepJeffries: The President’s top lawyer asked an important question on the first day of trial.

Why are we here?

Donald Trump brazenly…",Ebony Isis,442,19,,False,0,3340,2020-01-22 23:55:00
1826,RT @waltshaub: Doesn't Priebus work for Michael Best &amp; Friedrich LLP? Isn't Michael Best &amp; Friedrich LLP representing the Trump Organizatio…,victoria,36334,12984,"nashville, tn.",False,0,2691,2020-01-22 23:54:59
1827,When Pinocchio lies his nose grows longer. When Donald Trump lies he sniffles like a flu patient,Donz,4868,406,"Ontario, Canada",False,0,0,2020-01-22 23:54:59
1828,"RT @ROCKINGANGELBMI: President Donald J Trump
Is guilty of donating his Presidential salary to charity.",ROCKING ANGEL,100004,19514,LOS ANGELES COUNTY,False,0,224,2020-01-22 23:54:59
1829,RT @waltshaub: Doesn't Priebus work for Michael Best &amp; Friedrich LLP? Isn't Michael Best &amp; Friedrich LLP representing the Trump Organizatio…,chsdrly,32703,153,,False,0,2691,2020-01-22 23:54:59
1830,RT @VeBo1991: Happy 15th anniversary to President Donald J. Trump and First Lady Melania Trump! Wishing you many more years of good health…,Freedomnow7,34315,4120,"New Hampshire, USA",False,0,96,2020-01-22 23:54:58
1831,AJ Soprano said in the series finale that he wanted to be a helicopter pilot for Donald Trump,Confirmed Miscer,15674,669,,False,1,0,2020-01-22 23:54:58
1832,"RT @ABC: Rep. Hakeem Jeffries says that President Trump's phone call with Ukrainian President Zelenskiy is ""direct evidence that President…",ورد,176082,4648,جدة,False,0,60,2020-01-22 23:54:57
1833,"RT @LuisSantosTX: @HawleyMO ""I solemnly swear that in all things appertaining to the trial of the impeachment of Donald John Trump, Preside…",Randy hollis,66501,6143,"Missouri, USA",False,0,1,2020-01-22 23:54:57
1834,"RT @Goss30Goss: POTUS said today in front of the world that the wheel was invented in America. 

The wheel was created in 3,500 BC.

Americ…",lisa eest 🌊🐕📚🍸✌,13787,908,,False,0,994,2020-01-22 23:54:57
1835,"""They don't have the material. We have all the material."" ~Donald J. Trump, #IMPOTUS",Just Mary,71949,6119,United States,False,5,2,2020-01-22 23:54:56
1836,Trump to become first president to speak at the March for Life https://t.co/aeHDpaE5Qp @FoxNews #AAG #AAG2020,All American Girl,176130,129040,Wisconsin,False,5,4,2020-01-22 23:54:56
1837,RT @waltshaub: Doesn't Priebus work for Michael Best &amp; Friedrich LLP? Isn't Michael Best &amp; Friedrich LLP representing the Trump Organizatio…,Thomas Ambler,24421,157,new york city,False,0,2691,2020-01-22 23:54:56
1838,RT @waltshaub: Doesn't Priebus work for Michael Best &amp; Friedrich LLP? Isn't Michael Best &amp; Friedrich LLP representing the Trump Organizatio…,charles r pearson,34274,489,"Detroit, MI",False,0,2691,2020-01-22 23:54:56
1839,RT @waltshaub: Doesn't Priebus work for Michael Best &amp; Friedrich LLP? Isn't Michael Best &amp; Friedrich LLP representing the Trump Organizatio…,VOTE BLUE #Ex-GOP #FBR #Resist,268310,4808,"London, England",False,0,2691,2020-01-22 23:54:56
1840,"RT @Goss30Goss: POTUS said today in front of the world that the wheel was invented in America. 

The wheel was created in 3,500 BC.

Americ…",JK Walker,14502,127,"Washington, USA",False,0,994,2020-01-22 23:54:56
1841,RT @JCisnerosTX: “The state is already on the brink of having 2 million more registered voters than it did just four years ago when Preside…,Big Blue Tent,109307,320,"Lawrence, KS",False,0,51,2020-01-22 23:54:56
